Epoch,Loss,Train Accuracy,Train F1,Test Accuracy,Test F1,Test Loss
1,0.5124690075560162,0.769891335313988,0.8634958957025591,0.7709588149112812,0.8644378071105117,0.5073928728234023
2,0.4951900872110855,0.7788856782385739,0.871950788375875,0.7789353735959629,0.8721521370739974,0.47518211463466287
3,0.4701882185569654,0.7910544951365431,0.8762235401899803,0.7911443919908839,0.8760745677581377,0.4471770921178783
4,0.44842661703781533,0.8048919457897521,0.8819967508492099,0.8097020999511639,0.8847253722512572,0.42699648218695074
5,0.4297077808441827,0.8136420984086932,0.8877173193398886,0.8145857073091324,0.8881469115191987,0.41364708612672985
6,0.41296971586416475,0.8243457734727931,0.8923905455270769,0.8272830864398503,0.8939954041362773,0.3974261575688918
7,0.40567588119301945,0.8320377681006064,0.89662082613161,0.8365619404199902,0.8992372541148134,0.38844860391691327
8,0.39516210593865253,0.8225143461804566,0.8931258424212719,0.8285853817353085,0.896551724137931,0.39351197629002854
9,0.38635648413037416,0.83757274836189,0.8954934667050721,0.8383525964512453,0.8953083816552452,0.3781448252266273
10,0.377934329599763,0.8474217573562329,0.9046371429298197,0.8549568614683379,0.9088863892013498,0.3553333367065837
11,0.37120114746358013,0.8510032151723577,0.9035690767812459,0.8552824352922025,0.906391492050121,0.3597758036921732
12,0.36287007492016227,0.8511253103251801,0.9076169310031317,0.8572358782353898,0.9110998479472884,0.34323750116163865
13,0.3569346662358536,0.8612999063937161,0.9108553492021972,0.8684681751587172,0.915143877336694,0.33393425098620355
14,0.3499345559442493,0.8527125473118717,0.9093732001101845,0.8577242389711868,0.9121961020695198,0.33472269799676724
15,0.34283721730753314,0.8539741972243702,0.9100616634080313,0.8626078463291551,0.9149879129734085,0.33229593571741134
16,0.335983211218263,0.8656546335110497,0.9160712923648013,0.8713983395734983,0.919519152404238,0.31764783213535946
17,0.3323580251938741,0.8640266981400838,0.9157398300168974,0.8687937489825818,0.918354943273906,0.3099816966181
18,0.3256211264039545,0.8652476496683081,0.9163402986583117,0.8702588311899724,0.9190287513969319,0.3097098769794684
19,0.32284051930522156,0.872817549143299,0.9201318782426458,0.8769330945791959,0.9225251076040172,0.3032728241426715
20,0.3180057460728373,0.8676488543404827,0.9179160987429956,0.8746540778121439,0.9219066937119675,0.30398448586735566
21,0.3154570174810942,0.8665092995808067,0.917641741575855,0.8694448966303109,0.9193645686708224,0.3154805505279607
22,0.3100659768654926,0.8770094827235358,0.9227820932134096,0.8782353898746541,0.9231717337715695,0.2925719728227705
23,0.3075592424550753,0.8823816694477229,0.9256342957130359,0.8826306364968256,0.9254934380489821,0.28198554406602244
24,0.30404470447198645,0.8769280859549876,0.9232292460015232,0.8798632589939769,0.9248472505091649,0.2899263033662767
25,0.3005408921211104,0.8864922062594115,0.9275791332346602,0.8863747354712681,0.9272765159408211,0.2791146789483416
26,0.2990358620202945,0.878759513247324,0.9242466624284806,0.8860491616474035,0.9284692417739628,0.28429143415996805
27,0.2935185043364375,0.8912539172194864,0.9301437908496732,0.8893048998860492,0.9286912751677853,0.27245066286801983
28,0.2924801675083775,0.895079565341256,0.9328435969573825,0.8971186716587987,0.9339740910990388,0.2641300087949882
29,0.28937860078561545,0.8843351918928819,0.9274296511924826,0.8868630962070649,0.9288565871634763,0.27247759367067675
30,0.28961887600356323,0.882096780757804,0.9263842654943715,0.884584079440013,0.9275273433507104,0.27828309007842716
31,0.28539826161189313,0.8872654755606203,0.9292898350947056,0.8888165391502523,0.9299846232701179,0.26938170634093694
32,0.2819364726698647,0.8907655366081967,0.9310273937400422,0.892723425036627,0.9319847249458149,0.2636266024104164
33,0.27804428151527344,0.8799397663912742,0.925587730804157,0.884584079440013,0.9282025316455697,0.2755205532594118
34,0.2790656634667054,0.9016727035936674,0.9368762083921199,0.9018394921048347,0.9367858266065625,0.24980619913549162
35,0.2784342957638728,0.8925155671319849,0.932238614496472,0.89793260621846,0.9351669941060904,0.2582911248415864
36,0.2776739283387239,0.9046029872614058,0.9385002886078606,0.9055835910792772,0.9389473684210526,0.246201527081818
37,0.27273223769589094,0.9017947987464897,0.9355691436810766,0.9021650659286994,0.9356186395286556,0.25518435971268144
38,0.27022688045932836,0.8998819746856049,0.9363419935824449,0.8992349015139183,0.9357550596782563,0.2478746964382784
39,0.2653485448148179,0.9026087664319726,0.9373609402402953,0.9050952303434804,0.9387025549363894,0.23966624055659244
40,0.2654634215662857,0.9045622888771315,0.9386430832831838,0.9029790004883608,0.9375262054507337,0.23917411150371967
