Epoch,Loss,Train Accuracy,Train F1,Test Accuracy,Test F1,Test Loss
1,0.5357252491327623,0.7589027715599691,0.8625139249907167,0.7608660263714797,0.8634631471326332,0.521689065072375
2,0.5233897092596939,0.7623621342232714,0.8640353941087437,0.7641217646101254,0.8648951048951049,0.5171318031692257
3,0.5195404512342066,0.7655773065809287,0.8650927487352446,0.7644473384339899,0.8643734183147437,0.5130831237571934
4,0.5166175967703263,0.7663912742664116,0.8653593544755114,0.7659124206413804,0.8649257937253428,0.5103127486072481
5,0.5141457120965546,0.7658214968865736,0.8655544651619235,0.7665635682891095,0.8658559401309636,0.5075663418198625
6,0.5115753341621408,0.7681006064059257,0.866017682468021,0.7680286504965,0.8658571025134143,0.504531508932511
7,0.5099493208011457,0.7689552724756827,0.8664832192666808,0.7683542243203646,0.8659949147754026,0.5019670298788697
8,0.5074719415473131,0.7686296854014896,0.8665837459810847,0.7690053719680938,0.866647871440654,0.5002647753572091
9,0.5060510114223385,0.7695250498555207,0.8670938064728109,0.7686797981442292,0.8664599191805281,0.4974476705538109
10,0.5009216530015692,0.7707053029994709,0.8672353661985107,0.7694937327038907,0.8665158371040724,0.49416334845591336
11,0.5002358816661095,0.7713564771478573,0.867687235044748,0.7704704541754843,0.8671065032987747,0.49111238156910986
12,0.49684196240074624,0.7720483496805177,0.8681776459789593,0.7711216018232134,0.8675584024114544,0.4885124480739857
13,0.49436712080690387,0.7716413658377762,0.867886322431777,0.7707960279993489,0.8672950047125353,0.4873634219014396
14,0.49267615655359503,0.7748158398111595,0.8692549445875375,0.7747029138857235,0.8691376701966718,0.4817081344857191
15,0.49025056304526515,0.7786414879329291,0.870398169990707,0.7761679960931142,0.8686096512183469,0.48078313124521327
16,0.4864302025428818,0.7779496154002686,0.8704222676103168,0.7764935699169787,0.8694246314788397,0.4744454482958342
17,0.4818776432463589,0.7812461845264743,0.8715190629855384,0.7799120950675565,0.8703490602224779,0.4709536285760502
18,0.47851097975702334,0.7838915795042937,0.8716585295112873,0.7844701286016604,0.8714812657736362,0.4712335302804907
19,0.4740058965786981,0.7825485328232469,0.87030609024929,0.7825166856584731,0.8698616793298266,0.46496156963985413
20,0.47006125081679784,0.7824264376704245,0.8715706529572863,0.7825166856584731,0.8712661399113509,0.4598565666237846
21,0.46767544144919765,0.7838915795042937,0.8714659178931061,0.7839817678658636,0.8711024769305488,0.4576255943781386
22,0.46480104053625837,0.7866590696349355,0.8695630536478551,0.7913071789028162,0.872081420874077,0.4603079262111957
23,0.4617232864936038,0.7877172276260632,0.8706413372352562,0.7919583265505453,0.872785188134581,0.45617798843886703
24,0.46002025637426414,0.7868218631720321,0.8739592858174118,0.7870747191925769,0.8739641549431489,0.45098417015591014
25,0.4574505719453252,0.7873102437833218,0.8729147415008998,0.7875630799283737,0.8726456523860642,0.4473112301590542
26,0.4563826771724659,0.7909730983679948,0.8717667032857286,0.7942373433175972,0.8734734734734735,0.45376159774605185
27,0.4544384834104373,0.7875544340889666,0.8708368387192557,0.7904932443431548,0.8721057338765775,0.4464489301899448
28,0.4541519040649291,0.7893044646127548,0.8731904470300061,0.7893537359596289,0.8729129836967197,0.4436839524811755
29,0.4544014767549622,0.7908510032151723,0.8718741429604329,0.7914699658147485,0.8718871887188719,0.44652034835113835
30,0.4519337498641107,0.7907696064466241,0.8710074018316397,0.7934234087579358,0.872269753397081,0.44785084237810224
31,0.45116515454719774,0.7900370355296895,0.8731403840952123,0.7901676705192903,0.8729423361261706,0.441463207709603
32,0.45147596053235856,0.788775385617191,0.8695848829028043,0.790004883607358,0.870195210303884,0.4452433764236048
33,0.4489167418602544,0.7901591306825119,0.8693691411198379,0.7930978349340713,0.8709251548695034,0.44901411212049425
34,0.4495713493961375,0.7854381181067112,0.8640536358947911,0.7909816050789517,0.8669981354878806,0.4555178149215256
35,0.4485422889799035,0.7901998290667861,0.8733321866476644,0.7909816050789517,0.8734975369458128,0.43890974841391045
36,0.4487500204219638,0.7897928452240446,0.873011580163745,0.7908188181670194,0.873411486553049,0.4381647090970849
37,0.44738651663647033,0.7903219242196085,0.8701154641254475,0.7914699658147485,0.8704883227176221,0.4419123741099611
38,0.44638195730901015,0.7879207195474339,0.8682527241928552,0.7895165228715612,0.8689836862904043,0.44154597958549857
39,0.4458926938629399,0.7858858003337268,0.8638563258546179,0.7932606218460035,0.8680382377389859,0.4552172994008288
40,0.4475859579009314,0.7915021773635587,0.8717807533475159,0.7908188181670194,0.8711004112749523,0.4385362530204778
41,0.44671404812834226,0.7905661145252534,0.8712663231100215,0.7903304574312225,0.8709160152335137,0.43838433812682825
42,0.44627864844126935,0.7886532904643686,0.8733630843514522,0.7882142275761029,0.8728374547942528,0.4407708566092576
43,0.44564028136665,0.792153351511945,0.8715187803466754,0.792935048022139,0.8717224687373941,0.4378052920025463
44,0.4452523813427736,0.7903626226038827,0.8715493379217476,0.790004883607358,0.8710515793682527,0.43653674342203885
45,0.4444685530907009,0.7907696064466241,0.8723272158343061,0.7903304574312225,0.8717897670714713,0.43535416332694393
46,0.4446999635741425,0.7926824305075089,0.8717716357045764,0.7932606218460035,0.8718724778046812,0.4378943192229296
47,0.4460693002717259,0.7883277033901754,0.8678641294682554,0.7904932443431548,0.8687404385517593,0.44082968099974096
48,0.44492241739256616,0.7860078954865491,0.864190515549127,0.7927722611102067,0.8680145152928979,0.4481137645974134
49,0.4446393301380643,0.7908510032151723,0.8732019048089023,0.7919583265505453,0.8734903979410018,0.4352733241394162
50,0.4448780789486288,0.7898742419925929,0.8724019474581717,0.7895165228715612,0.871992871992872,0.4343210213119164
