Epoch,Loss,Train Accuracy,Test Accuracy
1,0.5355846793778861,0.757478328110374,0.7587497965163601
2,0.525267756699274,0.757478328110374,0.7587497965163601
3,0.5233894467625456,0.7575597248789223,0.7589125834282924
4,0.5225399119857078,0.7575597248789223,0.7589125834282924
5,0.5227260090177879,0.7576411216474706,0.7590753703402247
6,0.5228255989883716,0.7576818200317448,0.7592381572521569
7,0.5222995167132467,0.7582108990273086,0.7595637310760215
8,0.5216423781627478,0.7581702006430344,0.7595637310760215
9,0.5206576090422459,0.7576818200317448,0.7590753703402247
10,0.5209754951453457,0.7582515974115828,0.7595637310760215
11,0.5208867004839703,0.7582515974115828,0.7594009441640892
12,0.5211882050886439,0.758007407105938,0.7594009441640892
13,0.5208255716133863,0.7582922957958569,0.7590753703402247
14,0.5205394632648677,0.7582515974115828,0.7595637310760215
15,0.5203981707454659,0.7584550893329535,0.7584242226924955
16,0.5204466495585317,0.7585771844857759,0.7589125834282924
17,0.519088300721099,0.7584143909486794,0.7592381572521569
18,0.5203503442462534,0.758007407105938,0.7595637310760215
19,0.5206659260632781,0.758332994180131,0.7590753703402247
20,0.5194986361893825,0.7582515974115828,0.7594009441640892
21,0.5197406560376597,0.7581702006430344,0.7595637310760215
22,0.5200771016922469,0.7582515974115828,0.7594009441640892
23,0.5193493254482746,0.758332994180131,0.7594009441640892
24,0.5194571237273825,0.7583736925644052,0.7594009441640892
25,0.5193556732847355,0.758332994180131,0.7594009441640892
26,0.5197478086726429,0.7581295022587603,0.7595637310760215
27,0.5190072483189093,0.7584550893329535,0.7592381572521569
28,0.5184390690604536,0.7584143909486794,0.7592381572521569
29,0.5188624087216643,0.758332994180131,0.7592381572521569
30,0.51794363509786,0.7579667087216637,0.7597265179879538
31,0.5185752426623367,0.7583736925644052,0.7590753703402247
32,0.5181523157322468,0.7583736925644052,0.7590753703402247
33,0.5194514274286727,0.7582922957958569,0.7594009441640892
34,0.5187263731301451,0.75861788287005,0.7592381572521569
35,0.5176803762248406,0.758332994180131,0.7590753703402247
36,0.5186435838307565,0.7581702006430344,0.7594009441640892
37,0.5179763099877164,0.7586585812543242,0.7594009441640892
38,0.517887051605309,0.7582108990273086,0.7594009441640892
39,0.5181185066855202,0.7581702006430344,0.7595637310760215
40,0.5180721240855443,0.7582515974115828,0.7594009441640892
41,0.5171748460367477,0.7578446135688414,0.7592381572521569
42,0.5179490798715657,0.7584143909486794,0.7594009441640892
43,0.5175462545497188,0.7578446135688414,0.7592381572521569
44,0.5175855823326856,0.7581702006430344,0.7594009441640892
45,0.5174111014348455,0.7579260103373896,0.7592381572521569
46,0.5175265780320236,0.7582922957958569,0.7594009441640892
47,0.5169069571517563,0.7586585812543242,0.7592381572521569
48,0.517313979313864,0.7582922957958569,0.7595637310760215
49,0.516389379966616,0.7582515974115828,0.7594009441640892
50,0.5171314359953006,0.7582515974115828,0.7594009441640892
