Epoch,Loss,Train Accuracy,Train F1,Test Accuracy,Test F1,Test Loss
1,0.6595402857443938,0.640999552317773,0.7393244481219894,0.6329155135927071,0.7331045094093975,0.6534497084406515
2,0.6514135255711153,0.6582963656342843,0.7607568245284094,0.6514732215529871,0.7556215043944755,0.6572544246446341
3,0.6491678595969764,0.651743925766147,0.7516470758960964,0.6465896141950187,0.7476461699407183,0.6542084877534459
4,0.6500482748961076,0.6602498880794433,0.7612537893954127,0.6534266644961745,0.7564351904816382,0.6545507702200363
5,0.6486074240140928,0.6554067803508201,0.7555645370824793,0.6491942047859353,0.7508382471962076,0.6529057928516219
6,0.6485815439567281,0.6519067193032436,0.7515612745809974,0.6461012534592219,0.7469150174621653,0.6523709864510844
7,0.6474782532119813,0.6580114769443653,0.7581661726192189,0.650822073905258,0.7527947447274403,0.6535403904660294
8,0.6484942374906192,0.6701802938423345,0.7724873666479506,0.6610776493569916,0.7658042744656918,0.657046873976166
9,0.6480526672870232,0.6407553620121281,0.7365782327135993,0.635194530359759,0.7326094738098079,0.6500857761129737
10,0.6477406426759748,0.677953685238696,0.7814631721395233,0.6669379781865538,0.7736224828501881,0.6592380846074472
11,0.6469421195797622,0.671157055064914,0.7735299063848871,0.6609148624450594,0.766138991804199,0.6572085287577162
12,0.6458938611904159,0.6592731268568638,0.7590791366906475,0.6517987953768517,0.753486227958972,0.6531064099011322
13,0.6465047492529266,0.6602091896951691,0.7603134958229265,0.6524499430245808,0.7544565842438183,0.6533385603688657
14,0.6465164856829991,0.6770583207846649,0.7800293848584814,0.6654728959791633,0.7716920342184201,0.6591306822374463
15,0.6467825672589242,0.6777094949330511,0.7812007846821208,0.6675891258342829,0.7740150509074812,0.6610570162689934
16,0.6472713511126736,0.6636278539741972,0.7640122205407874,0.6532638775842422,0.7562929061784897,0.6542895617118726
17,0.6466679725563154,0.6715640389076554,0.773492758504547,0.660100927885398,0.7646528403967539,0.6558815086415658
18,0.6459779914778968,0.6719710227503968,0.7743687363529478,0.6614032231808563,0.7667638483965015,0.6580912540666759
19,0.6444573249900714,0.6731919742786211,0.775660725261217,0.6612404362689239,0.7670435464009852,0.6582186494488269
20,0.644687622533335,0.6904480892108583,0.7954716575239325,0.6778447012860166,0.7866767273903201,0.66917258190612
21,0.6462232331202055,0.6831223800415124,0.7870233601400515,0.6731238808399804,0.7798728349046262,0.6631904808649173
22,0.6451979666793098,0.6950063082495624,0.7997969651634965,0.6822399479081882,0.7914084206026929,0.6675870935432613
23,0.6454552387391838,0.7148671197753449,0.8185068131184913,0.7032394595474524,0.8111859140341792,0.6670504269034913
24,0.6451329286016213,0.7131577876358308,0.8173146708138932,0.7034022464593847,0.8113871635610767,0.6724222072710594
25,0.6449459675932303,0.6960644662406903,0.8010549310032501,0.6850073254110369,0.7936440226085102,0.6712235804491987
26,0.6454687437702281,0.6973261161531887,0.8013887034316999,0.6835422432036464,0.7922633041248129,0.6651541109507283
27,0.6444402174286855,0.702209922266086,0.806566738044254,0.6885886374735471,0.7973731596229213,0.6708103880130997
28,0.6431115883751772,0.7147043262382483,0.8189659625019369,0.7050301155787074,0.8133498145859085,0.6802676150885721
29,0.6444179553266925,0.6916283423548085,0.7949890419113071,0.6797981442292039,0.7873743379094152,0.6618596105060229
30,0.6445592468371615,0.7057913800822108,0.8101777696084868,0.6941233924792447,0.8025223331581713,0.6743039516732097
31,0.6450273463463722,0.713768263399943,0.8182076666580506,0.7035650333713169,0.8118995971490548,0.6813362930746129
32,0.6431987727216134,0.7085181718285785,0.8124443513329492,0.6957512615985675,0.8041496384784659,0.6750263607439896
33,0.6432119151383328,0.7173090228317935,0.8208593387321401,0.7082858538173531,0.8156757868751285,0.6758944590110332
34,0.6452413800482949,0.707541410605999,0.811499921305283,0.6954256877747029,0.8036520096547382,0.6733762707250813
35,0.64251698947434,0.7267917463676692,0.8306123993843204,0.7183786423571545,0.8257453666398066,0.6863392676847676
36,0.6427157063735649,0.734931423222498,0.8381742738589212,0.7296109392804818,0.8354631005448242,0.6901151256946226
37,0.6432317552195551,0.7352977086809653,0.8381445351383635,0.7297737261924141,0.8352520841603811,0.6837231221919259
38,0.6423830532779297,0.7214195596434821,0.8245366691446002,0.7090997883770145,0.8171867007672634,0.6770880678668618
39,0.6409381240179451,0.7187334662813887,0.8221701875820189,0.7087742145531499,0.8162678443052275,0.6773708913630495
40,0.6419731600520512,0.7232102885515445,0.8272849633034512,0.7149601172065766,0.8224318020484738,0.6910396591604998
41,0.6420435922336765,0.7315941557120182,0.8352444477753629,0.7268435617776331,0.8329683456101931,0.703615058446303
42,0.6435571985396867,0.7155589923080053,0.8194663291400821,0.7055184763145043,0.8131005269139374,0.6825253546703607
43,0.6420026986549298,0.6879654877701356,0.7919911012235817,0.6750773237831679,0.7830906324712019,0.6673649208775411
44,0.6425131086919768,0.7466932562777258,0.8487484811664642,0.7416571707634706,0.8461762140157022,0.7061494340499243
45,0.6422682269476354,0.7324081233975012,0.8358670960333509,0.7268435617776331,0.8329350856232577,0.699737511187171
46,0.6410288469827113,0.7449839241382117,0.8472526936765638,0.7377502848770959,0.8433945756780402,0.7110136830403159
47,0.6415575446056513,0.7384721826543487,0.8407434944237918,0.7330294644310598,0.8380086922165152,0.6891282896976918
48,0.6399723574674377,0.748443286801514,0.8505669317989507,0.7452384828259808,0.849185699142334,0.7233624233243366
49,0.641435578581877,0.7483618900329657,0.8500836505588827,0.7440989744424549,0.8479102167182663,0.7045647478662431
50,0.6409027615445666,0.7475479223474828,0.8487626478117761,0.7436106137066579,0.8469536488193568,0.6858275226938227
